Name	version	spawnable	rare	level	maxlevel	levelreq	classspecific	class	classlevelreq	frequency	group	mod1code	mod1param	mod1min	mod1max	mod2code	mod2param	mod2min	mod2max	mod3code	mod3param	mod3min	mod3max	transformcolor	itype1	itype2	itype3	itype4	itype5	itype6	itype7	etype1	etype2	etype3	etype4	etype5	multiply	add
of Incant Duration4	100	1	1	48						4	312	incant-dur		5	10	oskill	CharmSkill	1	1						wand												0	0
of Attractt1	100	1	1	1	85					18	312	oskill	Attract	0	1	oskill	CharmSkill	1	1						wand												0	0
of Attractt2	100	1	1	12	85					12	312	oskill	Attract	0	2	oskill	CharmSkill	1	1						wand												0	0
of Attractt3	100	1	1	24						10	312	oskill	Attract	0	3	oskill	CharmSkill	1	1						wand												0	0
of Attractt4	100	1	1	48						4	312	oskill	Attract	1	5	oskill	CharmSkill	1	1						wand												0	0
of Incant Radius1	100	1	1	1	85					18	312	incant-rad		0	1	oskill	CharmSkill	1	1						wand												0	0
of Incant Radius2	100	1	1	12	85					12	312	incant-rad		0	2	oskill	CharmSkill	1	1						wand												0	0
of Incant Radius3	100	1	1	24						10	312	incant-rad		1	3	oskill	CharmSkill	1	1						wand												0	0
of Incant Radius4	100	1	1	48						4	312	incant-rad		1	5	oskill	CharmSkill	1	1						wand												0	0
of Attract of Incant Duration1	100	1	1	24	85					18	312	incant-dur		1	3	oskill	Attract	0	1	oskill	CharmSkill	1	1		wand												0	0
of Attract of Incant Duration2	100	1	1	44	85					12	312	incant-dur		1	5	oskill	Attract	0	2	oskill	CharmSkill	1	1		wand												0	0
of Attract of Incant Duration3	100	1	1	52						10	312	incant-dur		3	7	oskill	Attract	0	3	oskill	CharmSkill	1	1		wand												0	0
of Attract of Incant Duration4	100	1	1	70						2	312	incant-dur		5	10	oskill	Attract	1	5	oskill	CharmSkill	1	1		wand												0	0
of Attract of Incant Radius1	100	1	1	1	85					18	312	incant-rad		0	1	oskill	Attract	0	1	oskill	CharmSkill	1	1		wand												0	0
of Attract of Incant Radius2	100	1	1	12	85					12	312	incant-rad		0	2	oskill	Attract	0	2	oskill	CharmSkill	1	1		wand												0	0
of Attract of Incant Radius3	100	1	1	24						10	312	incant-rad		1	3	oskill	Attract	0	3	oskill	CharmSkill	1	1		wand												0	0
of Attract of Incant Radius4	100	1	1	48						4	312	incant-rad		1	5	oskill	Attract	1	5	oskill	CharmSkill	1	1		wand												0	0
of Holy Damage1	100	1	1	1	75					10	313	extra-mag		1	4	oskill	CharmSkill	1	1						pscp												0	0
of Holy Damage2	100	1	1	6	75					9	313	extra-mag		2	5	oskill	CharmSkill	1	1						pscp												0	0
of Holy Damage3	100	1	1	12	75					8	313	extra-mag		3	5	oskill	CharmSkill	1	1						pscp												0	0
of Holy Damage4	100	1	1	18	75					7	313	extra-mag		3	6	oskill	CharmSkill	1	1						pscp												0	0
of Holy Damage5	100	1	1	24						6	313	extra-mag		5	8	oskill	CharmSkill	1	1						pscp												0	0
of Holy Damage6	100	1	1	32						9	313	extra-mag		5	10	oskill	CharmSkill	1	1						pscp												0	0
of Holy Damage7	100	1	1	48						8	313	extra-mag		8	12	oskill	CharmSkill	1	1						pscp												0	0
of Holy Damage8	100	1	1	63						7	313	extra-mag		10	15	oskill	CharmSkill	1	1						pscp												0	0
of Holy Damage9	100	1	1	75						6	313	extra-mag		12	15	oskill	CharmSkill	1	1						pscp												0	0
of Holy Damage10	100	1	1	90						5	313	extra-mag		15	20	oskill	CharmSkill	1	1						pscp												0	0
NecromancerScythe1	100	1	1	1						40	314	sum-dmg		15	25	oskill	CharmSkill	1	1						scyt												0	0
NecromancerScythe2	100	1	1	20	60					30	314	sum-dmg		20	40	oskill	CharmSkill	1	1						scyt												0	0
NecromancerScythe3	100	1	1	40						20	314	sum-dmg		50	75	oskill	CharmSkill	1	1						scyt												0	0
NecromancerScythe4	100	1	1	60						10	314	sum-dmg		75	100	oskill	CharmSkill	1	1						scyt												0	0
NecromancerScythe5	100	1	1	80						5	314	sum-dmg		100	150	oskill	CharmSkill	1	1						scyt												0	0
NecromancerScythe6	100	1	1	1	60					40	314	sum-hp		15	25	oskill	CharmSkill	1	1						scyt												0	0
NecromancerScythe7	100	1	1	20	60					30	314	sum-hp		20	40	oskill	CharmSkill	1	1						scyt												0	0
NecromancerScythe8	100	1	1	40						20	314	sum-hp		50	75	oskill	CharmSkill	1	1						scyt												0	0
NecromancerScythe9	100	1	1	60						10	314	sum-hp		75	100	oskill	CharmSkill	1	1						scyt												0	0
NecromancerScythe10	100	1	1	80	60					5	314	sum-hp		100	150	oskill	CharmSkill	1	1						scyt												0	0
NecromancerScythe11	100	1	1	1						40	314	sum-cr		15	25	oskill	CharmSkill	1	1						scyt												0	0
NecromancerScythe12	100	1	1	20	60					30	314	sum-cr		20	40	oskill	CharmSkill	1	1						scyt												0	0
NecromancerScythe13	100	1	1	40						20	314	sum-cr		50	75	oskill	CharmSkill	1	1						scyt												0	0
NecromancerScythe14	100	1	1	60						10	314	sum-cr		75	100	oskill	CharmSkill	1	1						scyt												0	0
NecromancerScythe15	100	1	1	80						5	314	sum-cr		100	150	oskill	CharmSkill	1	1						scyt												0	0
NecromancerScythe16	100	1	1	80						3	314	sum-all		25	50	oskill	CharmSkill	1	1						scyt												0	0
NecromancerScythe17	100	1	1	80						2	314	sum-all		50	75	oskill	CharmSkill	1	1						scyt												0	0
NecromancerScythe18	100	1	1	80						1	314	sum-all		75	100	oskill	CharmSkill	1	1						scyt												0	0
NecromancerScythe19	100	1	1	1						40	315	extra-pois		1	5	oskill	CharmSkill	1	1						scyt												0	0
NecromancerScythe20	100	1	1	20						30	315	extra-pois		6	10	oskill	CharmSkill	1	1						scyt												0	0
NecromancerScythe21	100	1	1	40						20	315	extra-pois		11	15	oskill	CharmSkill	1	1						scyt												0	0
NecromancerScythe22	100	1	1	60						10	315	extra-pois		16	20	oskill	CharmSkill	1	1						scyt												0	0
NecromancerScythe23	100	1	1	85						1	315	extra-pois		21	25	oskill	CharmSkill	1	1						scyt												0	0
of Strength%1	100	1	1	1						50	316	str%		0	8										bblt												0	0
of Strength%2	100	1	1	15						40	316	str%		2	8										bblt												0	0
of Strength%3	100	1	1	30						30	316	str%		3	8										bblt												0	0
of Strength%4	100	1	1	45						20	316	str%		8	8										bblt												0	0
of Strength%5	100	1	1	60						10	316	str%		4	10										bblt												0	0
of Strength%6	100	1	1	70						5	316	str%		5	15										bblt												0	0
of Vitality%1	100	1	1	1						40	316	vit%		2	8										bblt												0	0
of Vitality%2	100	1	1	15						30	316	vit%		3	8										bblt												0	0
of Vitality%3	100	1	1	30						40	316	vit%		4	8										bblt												0	0
of Vitality%4	100	1	1	45						20	316	vit%		8	8										bblt												0	0
of Vitality%5	100	1	1	60						10	316	vit%		4	10										bblt												0	0
of Vitality%6	100	1	1	70						5	316	vit%		5	15										bblt												0	0
of Warriors1	100	1	1	60						3	316	str%		8	10	vit%		8	10						bblt												0	0
of Warriors2	100	1	1	70						2	316	str%		8	12	vit%		8	12						bblt												0	0
of Warriors3	100	1	1	90						1	316	str%		8	15	vit%		8	15						bblt												0	0
of MightyAxe1	100	1	1	1						60	317	dmg-ac		-6	-10	oskill	CharmSkill	1	1						maxe												0	0
of MightyAxe2	100	1	1	25						55	317	dmg-ac		-10	-16	oskill	CharmSkill	1	1						maxe												0	0
of MightyAxe3	100	1	1	45						50	317	dmg-ac		-16	-20	oskill	CharmSkill	1	1						maxe												0	0
of MightyAxe4	100	1	1	65						45	317	dmg-ac		-20	-30	oskill	CharmSkill	1	1						maxe												0	0
of MightyAxe5	100	1	1	85						40	317	dmg-ac		-30	-40	oskill	CharmSkill	1	1						maxe												0	0
of MightHammer1	100	1	1	1						60	318	crush		3	5	oskill	CharmSkill	1	1						mham												0	0
of MightHammer2	100	1	1	25						55	318	crush		5	8	oskill	CharmSkill	1	1						mham												0	0
of MightHammer3	100	1	1	45						50	318	crush		8	10	oskill	CharmSkill	1	1						mham												0	0
of MightHammer4	100	1	1	65						45	318	crush		10	15	oskill	CharmSkill	1	1						mham												0	0
of MightHammer5	100	1	1	85						40	318	crush		15	20	oskill	CharmSkill	1	1						mham												0	0
of FCRGlove1	100	1	1	1						60	318	cast		3	5										sglv												0	0
of FCRGlove2	100	1	1	10						50	319	cast		5	5										sglv												0	0
of FCRGlove3	100	1	1	20						40	319	cast		5	10										sglv												0	0
of FCRGlove4	100	1	1	40						30	319	cast		10	20										sglv												0	0
of FCRGlove5	100	1	1	60						20	319	cast		10	30										sglv												0	0
of FCRGlove6	100	1	1	95						5	319	cast		20	30	extra-elem		5	5						sglv												0	0
ofZonCirc1	100	1	1	1						40	321	skill	Valkyrie	1	1										acir												0	0
ofZonCirc2	100	1	1	30						20	321	skill	Valkyrie	2	2										acir												0	0
ofZonCirc3	100	1	1	60						10	321	skill	Valkyrie	3	3										acir												0	0
ofZonCirc4	100	1	1	1						40	321	att%		3	10										acir												0	0
ofZonCirc5	100	1	1	30						20	321	att%		11	20										acir												0	0
ofZonCirc6	100	1	1	60						10	321	att%		21	50										acir												0	0
ofZonCirc7	100	1	1	90						1	321	skill	Valkyrie	3	3	att%		21	50						acir												0	0
ofBodyLevel1	100	1		1	1					1	322	body-level		1	1										acir												0	0
ofBodyLevel2	100	1		2	2					1	322	body-level		2	2										body	char	jewl										0	0
ofBodyLevel3	100	1		3	3					1	322	body-level		3	3										body	char	jewl										0	0
ofBodyLevel4	100	1		4	4					1	322	body-level		4	4										body	char	jewl										0	0
ofBodyLevel5	100	1		5	5					1	322	body-level		5	5										body	char	jewl										0	0
ofBodyLevel6	100	1		6	6					1	322	body-level		6	6										body	char	jewl										0	0
ofBodyLevel7	100	1		7	7					1	322	body-level		7	7										body	char	jewl										0	0
ofBodyLevel8	100	1		8	8					1	322	body-level		8	8										body	char	jewl										0	0
ofBodyLevel9	100	1		9	9					1	322	body-level		9	9										body	char	jewl										0	0
ofBodyLevel10	100	1		10	10					1	322	body-level		10	10										body	char	jewl										0	0
ofBodyLevel11	100	1		11	11					1	322	body-level		11	11										body	char	jewl										0	0
ofBodyLevel12	100	1		12	12					1	322	body-level		12	12										body	char	jewl										0	0
ofBodyLevel13	100	1		13	13					1	322	body-level		13	13										body	char	jewl										0	0
ofBodyLevel14	100	1		14	14					1	322	body-level		14	14										body	char	jewl										0	0
ofBodyLevel15	100	1		15	15					1	322	body-level		15	15										body	char	jewl										0	0
ofBodyLevel16	100	1		16	16					1	322	body-level		16	16										body	char	jewl										0	0
ofBodyLevel17	100	1		17	17					1	322	body-level		17	17										body	char	jewl										0	0
ofBodyLevel18	100	1		18	18					1	322	body-level		18	18										body	char	jewl										0	0
ofBodyLevel19	100	1		19	19					1	322	body-level		19	19										body	char	jewl										0	0
ofBodyLevel20	100	1		20	20					1	322	body-level		20	20										body	char	jewl										0	0
ofBodyLevel21	100	1		21	21					1	322	body-level		21	21										body	char	jewl										0	0
ofBodyLevel22	100	1		22	22					1	322	body-level		22	22										body	char	jewl										0	0
ofBodyLevel23	100	1		23	23					1	322	body-level		23	23										body	char	jewl										0	0
ofBodyLevel24	100	1		24	24					1	322	body-level		24	24										body	char	jewl										0	0
ofBodyLevel25	100	1		25	25					1	322	body-level		25	25										body	char	jewl										0	0
ofBodyLevel26	100	1		26	26					1	322	body-level		26	26										body	char	jewl										0	0
ofBodyLevel27	100	1		27	27					1	322	body-level		27	27										body	char	jewl										0	0
ofBodyLevel28	100	1		28	28					1	322	body-level		28	28										body	char	jewl										0	0
ofBodyLevel29	100	1		29	29					1	322	body-level		29	29										body	char	jewl										0	0
ofBodyLevel30	100	1		30	30					1	322	body-level		30	30										body	char	jewl										0	0
ofBodyLevel31	100	1		31	31					1	322	body-level		31	31										body	char	jewl										0	0
ofBodyLevel32	100	1		32	32					1	322	body-level		32	32										body	char	jewl										0	0
ofBodyLevel33	100	1		33	33					1	322	body-level		33	33										body	char	jewl										0	0
ofBodyLevel34	100	1		34	34					1	322	body-level		34	34										body	char	jewl										0	0
ofBodyLevel35	100	1		35	35					1	322	body-level		35	35										body	char	jewl										0	0
ofBodyLevel36	100	1		36	36					1	322	body-level		36	36										body	char	jewl										0	0
ofBodyLevel37	100	1		37	37					1	322	body-level		37	37										body	char	jewl										0	0
ofBodyLevel38	100	1		38	38					1	322	body-level		38	38										body	char	jewl										0	0
ofBodyLevel39	100	1		39	39					1	322	body-level		39	39										body	char	jewl										0	0
ofBodyLevel40	100	1		40	40					1	322	body-level		40	40										body	char	jewl										0	0
ofBodyLevel41	100	1		41	41					1	322	body-level		41	41										body	char	jewl										0	0
ofBodyLevel42	100	1		42	42					1	322	body-level		42	42										body	char	jewl										0	0
ofBodyLevel43	100	1		43	43					1	322	body-level		43	43										body	char	jewl										0	0
ofBodyLevel44	100	1		44	44					1	322	body-level		44	44										body	char	jewl										0	0
ofBodyLevel45	100	1		45	45					1	322	body-level		45	45										body	char	jewl										0	0
ofBodyLevel46	100	1		46	46					1	322	body-level		46	46										body	char	jewl										0	0
ofBodyLevel47	100	1		47	47					1	322	body-level		47	47										body	char	jewl										0	0
ofBodyLevel48	100	1		48	48					1	322	body-level		48	48										body	char	jewl										0	0
ofBodyLevel49	100	1		49	49					1	322	body-level		49	49										body	char	jewl										0	0
ofBodyLevel50	100	1		50	50					1	322	body-level		50	50										body	char	jewl										0	0
ofBodyLevel51	100	1		51	51					1	322	body-level		51	51										body	char	jewl										0	0
ofBodyLevel52	100	1		52	52					1	322	body-level		52	52										body	char	jewl										0	0
ofBodyLevel53	100	1		53	53					1	322	body-level		53	53										body	char	jewl										0	0
ofBodyLevel54	100	1		54	54					1	322	body-level		54	54										body	char	jewl										0	0
ofBodyLevel55	100	1		55	55					1	322	body-level		55	55										body	char	jewl										0	0
ofBodyLevel56	100	1		56	56					1	322	body-level		56	56										body	char	jewl										0	0
ofBodyLevel57	100	1		57	57					1	322	body-level		57	57										body	char	jewl										0	0
ofBodyLevel58	100	1		58	58					1	322	body-level		58	58										body	char	jewl										0	0
ofBodyLevel59	100	1		59	59					1	322	body-level		59	59										body	char	jewl										0	0
ofBodyLevel60	100	1		60	60					1	322	body-level		60	60										body	char	jewl										0	0
ofBodyLevel61	100	1		61	61					1	322	body-level		61	61										body	char	jewl										0	0
ofBodyLevel62	100	1		62	62					1	322	body-level		62	62										body	char	jewl										0	0
ofBodyLevel63	100	1		63	63					1	322	body-level		63	63										body	char	jewl										0	0
ofBodyLevel64	100	1		64	64					1	322	body-level		64	64										body	char	jewl										0	0
ofBodyLevel65	100	1		65	65					1	322	body-level		65	65										body	char	jewl										0	0
ofBodyLevel66	100	1		66	66					1	322	body-level		66	66										body	char	jewl										0	0
ofBodyLevel67	100	1		67	67					1	322	body-level		67	67										body	char	jewl										0	0
ofBodyLevel68	100	1		68	68					1	322	body-level		68	68										body	char	jewl										0	0
ofBodyLevel69	100	1		69	69					1	322	body-level		69	69										body	char	jewl										0	0
ofBodyLevel70	100	1		70	70					1	322	body-level		70	70										body	char	jewl										0	0
ofBodyLevel71	100	1		71	71					1	322	body-level		71	71										body	char	jewl										0	0
ofBodyLevel72	100	1		72	72					1	322	body-level		72	72										body	char	jewl										0	0
ofBodyLevel73	100	1		73	73					1	322	body-level		73	73										body	char	jewl										0	0
ofBodyLevel74	100	1		74	74					1	322	body-level		74	74										body	char	jewl										0	0
ofBodyLevel75	100	1		75	75					1	322	body-level		75	75										body	char	jewl										0	0
ofBodyLevel76	100	1		76	76					1	322	body-level		76	76										body	char	jewl										0	0
ofBodyLevel77	100	1		77	77					1	322	body-level		77	77										body	char	jewl										0	0
ofBodyLevel78	100	1		78	78					1	322	body-level		78	78										body	char	jewl										0	0
ofBodyLevel79	100	1		79	79					1	322	body-level		79	79										body	char	jewl										0	0
ofBodyLevel80	100	1		80	80					1	322	body-level		80	80										body	char	jewl										0	0
ofBodyLevel81	100	1		81	81					1	322	body-level		81	81										body	char	jewl										0	0
ofBodyLevel82	100	1		82	82					1	322	body-level		82	82										body	char	jewl										0	0
ofBodyLevel83	100	1		83	83					1	322	body-level		83	83										body	char	jewl										0	0
ofBodyLevel84	100	1		84	84					1	322	body-level		84	84										body	char	jewl										0	0
ofBodyLevel85	100	1		85	85					1	322	body-level		85	85										body	char	jewl										0	0
ofBodyLevel86	100	1		86	86					1	322	body-level		86	86										body	char	jewl										0	0
ofBodyLevel87	100	1		87	87					1	322	body-level		87	87										body	char	jewl										0	0
ofBodyLevel88	100	1		88	88					1	322	body-level		88	88										body	char	jewl										0	0
ofBodyLevel89	100	1		89	89					1	322	body-level		89	89										body	char	jewl										0	0
ofBodyLevel90	100	1		90	90					1	322	body-level		90	90										body	char	jewl										0	0
ofBodyLevel91	100	1		91	91					1	322	body-level		91	91										body	char	jewl										0	0
ofBodyLevel92	100	1		92	92					1	322	body-level		92	92										body	char	jewl										0	0
ofBodyLevel93	100	1		93	93					1	322	body-level		93	93										body	char	jewl										0	0
ofBodyLevel94	100	1		94	94					1	322	body-level		94	94										body	char	jewl										0	0
ofBodyLevel95	100	1		95	95					1	322	body-level		95	95										body	char	jewl										0	0
ofBodyLevel96	100	1		96	96					1	322	body-level		96	96										body	char	jewl										0	0
ofBodyLevel97	100	1		97	97					1	322	body-level		97	97										body	char	jewl										0	0
ofBodyLevel98	100	1		98	98					1	322	body-level		98	98										body	char	jewl										0	0
ofBodyLevel99	100	1		99	99					1	322	body-level		99	99										body	char	jewl										0	0
ofBodyLevel99	100	1		105	105					1	322	body-level		100	100										body	char	jewl										0	0
Shimmering2	100	1	1	1		3				8	323	res-all		5	10	smite		8	8						armo	weap											0	0
Rainbow2	100	1	1	18		13				7	323	res-all		8	15	smite		8	8						armo	weap											0	0
Scintillating2	100	1	1	28		21				6	323	res-all		16	30	smite		8	8						armo	weap											0	0
Prismatic2	100	1	1	39		31				5	323	res-all		25	35	smite		8	8						armo	weap											0	0
Chromatic2	100	1		50		42				4	323	res-all		35	45	smite		8	8						armo	weap											0	0
Sharp2	100	1	1	10		5				3	323	att		15	30	dmg%		10	20	smite		8	8		armo	weap											0	0
Fine2	100	1	1	18		13				3	323	att		31	60	dmg%		21	30	smite		8	8		armo	weap											0	0
Warrior's2	100	1	1	30		23				2	323	att		61	80	dmg%		31	40	smite		8	8		armo	weap											0	0
Soldier's2	100	1	1	42		34				2	323	att		81	100	dmg%		41	50	smite		8	8		armo	weap											0	0
Knight's2	100	1	1	50		42				2	323	att		101	121	dmg%		51	65	smite		8	8	dgld	armo	weap											0	0
Shimmering3	100	1	1	1		3				8	324	res-all		5	10	smite		10	10						armo	weap											0	0
Rainbow3	100	1	1	18		13				7	324	res-all		8	15	smite		10	10						armo	weap											0	0
Scintillating3	100	1	1	28		21				6	324	res-all		16	30	smite		10	10						armo	weap											0	0
Prismatic3	100	1	1	39		31				5	324	res-all		25	35	smite		10	10						armo	weap											0	0
Chromatic3	100	1		50		42				4	324	res-all		35	45	smite		10	10						armo	weap											0	0
Sharp3	100	1	1	10		5				3	324	att		15	30	dmg%		10	20	smite		10	10		armo	weap											0	0
Fine3	100	1	1	18		13				3	324	att		31	60	dmg%		21	30	smite		10	10		armo	weap											0	0
Warrior's3	100	1	1	30		23				2	324	att		61	80	dmg%		31	40	smite		10	10		armo	weap											0	0
Soldier's3	100	1	1	42		34				2	324	att		81	100	dmg%		41	50	smite		10	10		armo	weap											0	0
Knight's3	100	1	1	50		42				2	324	att		101	121	dmg%		51	65	smite		10	10	dgld	armo	weap											0	0
Shimmering4	100	1	1	1		3				8	325	res-all		5	10	smite		12	12						armo	weap											0	0
Rainbow4	100	1	1	18		13				7	325	res-all		8	15	smite		12	12						armo	weap											0	0
Scintillating4	100	1	1	28		21				6	325	res-all		16	30	smite		12	12						armo	weap											0	0
Prismatic4	100	1	1	39		31				5	325	res-all		25	35	smite		12	12						armo	weap											0	0
Chromatic4	100	1		50		42				4	325	res-all		35	45	smite		12	12						armo	weap											0	0
Sharp4	100	1	1	10		5				3	325	att		15	30	dmg%		10	20	smite		12	12		armo	weap											0	0
Fine4	100	1	1	18		13				3	325	att		31	60	dmg%		21	30	smite		12	12		armo	weap											0	0
Warrior's4	100	1	1	30		23				2	325	att		61	80	dmg%		31	40	smite		12	12		armo	weap											0	0
Soldier's4	100	1	1	42		34				2	325	att		81	100	dmg%		41	50	smite		12	12		armo	weap											0	0
Knight's4	100	1	1	50		42				2	325	att		101	121	dmg%		51	65	smite		12	12	dgld	armo	weap											0	0
