Stat	*ID	Send Other	Signed	Send Bits	Send Param Bits	UpdateAnimRate	Saved	CSvSigned	CSvBits	CSvParam	fCallback	fMin	MinAccr	Encode	Add	Multiply	ValShift	1.09-Save Bits	1.09-Save Add	Save Bits	Save Add	Save Param Bits	keepzero	op	op param	op base	op stat1	op stat2	op stat3	direct	maxstat	damagerelated	itemevent1	itemeventfunc1	itemevent2	itemeventfunc2	descpriority	descfunc	descval	descstrpos	descstrneg	descstr2	dgrp	dgrpfunc	dgrpval	dgrpstrpos	dgrpstrneg	dgrpstr2	stuff	advdisplay	*eol
fireresist	39		1	9											26	7		9	200	9	200																36	19		ModStr1j	ModStr1j		2	19		strModAllResistances	strModAllResistances				0
maxfireresist	40		1	9											350	20		5	0	5	16																42	19		ModStr5u	ModStr5u										0
lightresist	41		1	9											26	7		9	200	9	200																38	19		ModStr1l	ModStr1l		2	19		strModAllResistances	strModAllResistances				0
maxlightresist	42		1	9											350	20		5	0	5	16																43	19		ModStr5w	ModStr5w										0
coldresist	43		1	9											26	7		9	200	9	200																40	19		ModStr1k	ModStr1k		2	19		strModAllResistances	strModAllResistances				0
maxcoldresist	44		1	9											350	20		5	0	5	16																44	19		ModStr5v	ModStr5v										0
poisonresist	45		1	9											26	7		9	200	9	200																34	19		ModStr1n	ModStr1n		2	19		strModAllResistances	strModAllResistances				0
maxpoisonresist	46		1	9											316	20		5	0	5	16																45	19		ModStr5y	ModStr5y										0
damageaura	47		1	16											0	0																																			0
firemindam	48		1	16											7	3		8	0	8	4											1					102	19		ModStr1p	ModStr1p										0
firemaxdam	49		1	16											11	3		8	0	9	7											1					101	19		ModStr1o	ModStr1o										0
lightmindam	50		1	16											7	3		6	0	6	1											1					99	19		ModStr1r	ModStr1r										0
lightmaxdam	51		1	16											10	3		9	0	10	14											1					98	19		ModStr1q	ModStr1q										0
magicmindam	52		1	16											118	7		6	0	8	0											1					104	19		strModMagicDamage	strModMagicDamage										0
magicmaxdam	53		1	16											110	7		7	0	9	0											1					103	19		strModMagicDamage	strModMagicDamage										0
coldmindam	54		1	16											271	20		6	0	8	4											1					96	19		ModStr1t	ModStr1t										0
coldmaxdam	55		1	16											77	20		8	0	9	7											1					95	19		ModStr1s	ModStr1s										0
coldlength	56		1	16											46	1		8	0	8	0											1																			0
poisonmindam	57		1	19											7	9		9	0	10	0											1					92	19		ModStr4i	ModStr4i										0
poisonmaxdam	58		1	19											7	11		9	0	10	0											1					91	19		ModStr4h	ModStr4h										0
poisonlength	59		1	16											0	1		8	0	9	0											1																			0
lifedrainmindam	60		1	16											626	20		7	0	7	25											1					88	19		ModStr2z	ModStr2z									2	0
lifedrainmaxdam	61		1	16											0	0																1																			0
manadrainmindam	62		1	16											707	20		7	0	7	1											1					89	19		ModStr2y	ModStr2y									2	0
manadrainmaxdam	63		1	16											0	0																1																			0
stamdrainmindam	64		1	16											0	0																1																			0
stamdrainmaxdam	65		1	16											0	0																1																			0
stunlength	66			16											0	0																1																			0
velocitypercent	67	1	1	10		1									0	0		7	30	8	60																														0
attackrate	68	1	1	10		1									0	0		7	30	8	60											1																			0
other_animrate	69	1	1	10		1									0	0																																			0
quantity	70		1	16											0	0																1																			0
value	71		1	9											0	0		8	100	8	100																														0
durability	72		1	9											0	0		8	0	9	0									1	maxdurability																				0
maxdurability	73		1	9											5	1		8	0	8	0																														0
hpregen	74		1	16											271	20		6	30	16	60																56	19		ModStr2l	ModStr2w									2	0
item_maxdurability_percent	75		1	7											70	3		7	20	7	20			13			maxdurability										3	19		ModStr2i	ModStr2i										0
item_maxhp_percent	76		1	16											800	20		6	10	10	99			11			maxhp										58	19		ModStr2g	ModStr2g									2	0
item_maxmana_percent	77		1	16											800	20		6	10	10	50			11			maxmana										54	19		ModStr2h	ModStr2h									2	0
item_attackertakesdamage	78		1	16							1				67	20		7	0	7	0												attackedinmelee	6			13	19		ModStr1v	ModStr1v									2	0
item_goldbonus	79		1	10											112	11		9	100	9	100																10	19		ModStr1w	ModStr1w									2	0
item_magicbonus	80		1	9											346	20		8	100	8	100																8	19		ModStr1x	ModStr1x									2	0
item_knockback	81		1	8							1				63	0		7	0	7	0											1	domeleedamage	7	domissiledamage	7	76	19		ModStr1y	ModStr1y										0
item_timeduration	82		1	10											0	0		9	20	9	20																														0
item_addclassskills	83		1	4	3						1				800	20		3	0	3	0	3															150	13		ModStr3a	ModStr3a										0
unsentparam1	84														0	0		3	0																																0
item_addexperience	85		1	9											800	20		3	0	9	50																11	19		Moditem2ExpG	Moditem2ExpG									2	0
item_healafterkill	86		1	7							1				18	20		3	0	7	0												kill	28			16	19		ModitemHPaK	ModitemHPaK									2	0
item_reducedprices	87			8											0	0		3	0	7	0																8	19		ModitemRedVendP	ModitemRedVendP									2	0
item_doubleherbduration	88		1	2											0	0		1	0	1	0																														0
item_lightradius	89		1	5							1				9	17		4	4	4	4																6	19		ModStr3f	ModStr3f									2	0
item_lightcolor	90		1	24							1				93	0		5	0	24	0																														0
item_req_percent	91		1	8											16	-11		8	100	8	100																0	19		ModStr3h	ModStr3h										0
item_levelreq	92														0	0		6	20	7	25																														0
item_fasterattackrate	93	1	1	9											500	20		7	20	8	60											1					145	19		ModStr4m	ModStr4m									2	0
item_levelreqpct	94														0	0		7	20	7	64			13			item_levelreq																								0
lastblockframe	95														0	0		6	20																																0
item_fastermovevelocity	96	1	1	9											500	20		7	20	8	60																148	19		ModStr4s	ModStr4s									2	0
item_nonclassskill	97		1	15	10						1			1	200	20		7	20	6	0	10															157	28		ItemModifierNonClassSkill	ItemModifierNonClassSkill									2	0
state	98	1		1	8						1				0	0		6	20	1		8																													0
item_fastergethitrate	99	1	1	9											200	20		7	20	8	60																139	19		ModStr4p	ModStr4p									2	0
monster_playercount	100														0	0		7	20																																0
skill_poison_override_length	101			8											0	0		6	20																																0
item_fasterblockrate	102	1	1	9											200	20		7	50	8	50																136	19		ModStr4y	ModStr4y									2	0
skill_bypass_undead	103			1														7	20																																0
skill_bypass_demons	104			1														6	20																																0
item_fastercastrate	105	1	1	9											500	20		7	20	8	60																142	19		ModStr4v	ModStr4v									2	0
skill_bypass_beasts	106			1											0	0		7	20																																0
item_singleskill	107		1	15	9						1			1	20	20		14	0	3	0	9															81	27		ItemModifierClassSkill	ItemModifierClassSkill										0
item_restinpeace	108			1							1				0	0		14	0	1	0											1	kill	29			81	19		ModitemSMRIP	ModitemSMRIP										0
curse_resistance	109			9											95	11		14	0	9	0																35	19		ModItemCurseLen	ModItemCurseLenN									2	0
item_poisonlengthresist	110		1	9											16	3		8	20	8	60																18	19		ModStr3r	ModStr3r									2	0
item_normaldamage	111		1	8											56	20		7	20	9	20											1					122	19		ModStr5b	ModStr5b										0
item_howl	112		1	8							1				33	3		7	-1	7	-1											1	domeleedamage	8	domissiledamage	8	79	5		ModStr3u	ModStr3u									2	0
item_stupidity	113		1	8							1				199	20		7	0	7	0											1	domeleedamage	9	domissiledamage	9	80	12	2	ModStr6d	ModStr6d									2	0
item_damagetomana	114		1	7							1				26	7		6	0	6	0												damagedinmelee	13	damagedbymissile	13	11	19		ModStr3w	ModStr3w									2	0
item_ignoretargetac	115		1	2											600	20		1	0	1	0											1					119	19		ModStr3y	ModStr3y									2	0
item_fractionaltargetac	116		1	8											40	7		7	0	7	0											1					118	19		ModStr5o	ModStr5o									2	0
item_preventheal	117		1	8											29	17		7	0	7	0											1					81	19		ModStr4a	ModStr4a									2	0
item_halffreezeduration	118		1	2											250	20		1	0	1	0																19	19		ModStr4b	ModStr4b									2	0
item_tohit_percent	119		1	12											300	13		9	20	9	20											1					117	19		ModStr4c	ModStr4c									2	0
item_damagetargetac	120		1	8											14	-7		7	128	7	117											1					75	19		ModStr4d	ModStr4d									2	0
item_demondamage_percent	121		1	12											19	12		9	20	9	20											1					112	19		ModStr4e	ModStr4e									2	0
item_undeaddamage_percent	122		1	12											13	12		9	20	9	20											1					108	19		ModStr4f	ModStr4f									2	0
item_demon_tohit	123		1	13											9	2		10	128	10	128											1					110	19		ModStr4j	ModStr4j									2	0
item_undead_tohit	124		1	13											7	2		10	128	10	128											1					106	19		ModStr4k	ModStr4k									2	0
item_throwable	125		1	2											49	20		1	0	1	0																5	19		ModStr5a	ModStr5a										0
item_elemskill	126		1	3	3						1				46	20		4	0	3	0	3																													0
item_allskills	127		1	8							1				700	20		3	0	7	5																158	19		ModStr3k	ModStr3k									2	0
item_attackertakeslightdamage	128		1	6							1				2	20		5	0	5	0												damagedinmelee	10			14	19		ModStr3j	ModStr3j									2	0
ironmaiden_level	129		1	10											0	0																																			0
lifetap_level	130		1	10											0	0																																			0
thorns_percent	131			12											0	0																																			0
bonearmor	132		1	32											0	0																																			0
bonearmormax	133		1	32											0	0																																			0
item_freeze	134		1	5							1				400	4		5	0	5	0											1	domeleedamage	14	domissiledamage	14	78	12	2	ModStr3l	ModStr3l									2	0
item_openwounds	135		1	7							1				14	3		7	0	7	5											1	domeleedamage	15	domissiledamage	15	83	19		ModStr3m	ModStr3m									2	0
item_crushingblow	136		1	7							1				59	13		7	0	7	5											1	domeleedamage	16	domissiledamage	16	87	19		ModStr5c	ModStr5c									2	0
item_kickdamage	137		1	7											46	17		7	0	7	0																121	19		ModStr5e	ModStr5e										0
item_manaafterkill	138		1	7							1				10	20		7	0	7	0												kill	17			16	19		ModStr5f	ModStr5f									2	0
item_healafterdemonkill	139		1	7							1				11	20		7	0	7	0												kill	18			15	19		ModStr6c	ModStr6c									2	0
item_extrablood	140		1	7											9	3		7	0	7	0											1																			0
item_deadlystrike	141		1	7											19	8		7	0	7	5											1					85	19		ModStr5q	ModStr5q									2	0
item_absorbfire_percent	142		1	7											500	20		7	0	7	0																23	19		ModStr5g	ModStr5g									2	0
item_absorbfire	143		1	7											500	20		7	0	7	0																27	19		ModStr5h	ModStr5h									2	0
item_absorblight_percent	144		1	7											500	20		7	0	7	0																24	19		ModStr5i	ModStr5i									2	0
item_absorblight	145		1	7											500	20		7	0	7	0																29	19		ModStr5j	ModStr5j									2	0
item_absorbmagic_percent	146		1	7											500	20		7	0	7	0																26	19		ModStr5k	ModStr5k									2	0
item_absorbmagic	147		1	7											500	20		7	0	7	0																33	19		ModStr5l	ModStr5l									2	0
item_absorbcold_percent	148		1	7											500	20		7	0	7	0																25	19		ModStr5m	ModStr5m									2	0
item_absorbcold	149		1	7											500	20		7	0	7	0																31	19		ModStr5n	ModStr5n									2	0
item_slow	150		1	7							1				61	13		7	0	7	0											1	domeleedamage	19	domissiledamage	19	77	19		ModStr5r	ModStr5r									2	0
item_aura	151		1								1				0	0		7	0	5	0	9															159	16	0	ModitemAura	ModitemAura										0
item_indesctructible	152		1	1											0	0		7	0	1																	160	19		ModStre9s	ModStre9s										0
item_cannotbefrozen	153		1	2											600	20		1		1																	20	19		ModStr5z	ModStr5z									2	0
item_staminadrainpct	154		1	7											61	7		7	20	7	20											1					49	19		ModStr6e	ModStr6e										0
item_reanimate	155			7	10						1				0	0		7	0	7	0	10										1	kill	31			17	23		Moditemreanimas	Moditemreanimas										0
item_pierce	156		1	7											60	20		7	0	7	0											1					132	19		ModStr6g	ModStr6g									2	0
item_magicarrow	157		1	7											60	20		7	0	7	0																131	19		ModStr6h	ModStr6h										0
item_explosivearrow	158		1	7											60	20		7	0	7	0																133	19		ModStr6i	ModStr6i										0
item_throw_mindamage	159		1	6											46	20		6	0	6	0											1																			0
item_throw_maxdamage	160		1	7											53	20		7	0	7	0											1																			0
skill_handofathena	161		1	12											0	0																																			0
skill_staminapercent	162		1	13											0	0								1			maxstamina										10	19		ModStamPerc	ModStamPerc									2	0
skill_passive_staminapercent	163		1	12											0	0								1			maxstamina																								0
skill_concentration	164		1	12											0	0																					10	19		ModConcentration	ModConcentration									2	0
skill_enchant	165		1	12											0	0																																			0
skill_pierce	166		1	12	16										0	0																																			0
skill_conviction	167		1	12											0	0																																			0
skill_chillingarmor	168		1	12											0	0																																			0
skill_frenzy	169		1	12											0	0																																			0
skill_decrepify	170		1	12											0	0																																			0
skill_armor_percent	171		1	16											0	0																					10	19		ModArmPerc	ModArmPerc										0
alignment	172	1		2											0	0																																			0
target0	173			32											0	0																																			0
target1	174			32											0	0																																			0
goldlost	175			24											0	0																																			0
conversion_level	176			8											0	0																																			0
conversion_maxhp	177			16											0	0																																			0
unit_dooverlay	178			16											0	0																																			0
attack_vs_montype	179			9	10										11	5		3	0	9		10										1					108	22		ModitemAttratvsM	ModitemAttratvsM										0
damage_vs_montype	180			9	10										16	6		3	0	9		10										1					106	22		Moditemdamvsm	Moditemdamvsm										0
fade	181	1		7											0	0		14	0	3																															0
armor_override_percent	182	1	1	8											0	0		14	0																		9	19		ModArmSetPerc	ModArmSetPerc										0
killtrack	183				32		1	0	32						0	0		14	0											1																					0
deathtrack	184				32		1	0	32						0	0		14	0											1																					0
bonus_mindamage	185		1	12																8	0											1																			0
bonus_maxdamage	186		1	12																8	0											1																			0
item_pierce_cold_immunity	187			10											1432	513				10																	100	19	2	ModItemMonColdSunder	ModItemMonColdSunder		12	19		ModItemMonAllSunder	ModItemMonAllSunder			2	0
item_addskill_tab	188		1	3	6						1				500	20		10	0	3	0	16															151	14		StrSklTabItem1	StrSklTabItem1										0
item_pierce_fire_immunity	189			10											1432	513				10																	100	19	2	ModItemMonFireSunder	ModItemMonFireSunder		12	19		ModItemMonAllSunder	ModItemMonAllSunder			2	0
item_pierce_light_immunity	190			10											1432	513				10																	100	19	2	ModItemMonLightSunder	ModItemMonLightSunder		12	19		ModItemMonAllSunder	ModItemMonAllSunder			2	0
item_pierce_poison_immunity	191			10											1432	513				10																	100	19	2	ModItemMonPoisonSunder	ModItemMonPoisonSunder		12	19		ModItemMonAllSunder	ModItemMonAllSunder			2	0
item_pierce_damage_immunity	192			10											1432	513				10																	100	19	2	ModItemMonPhysicalSunder	ModItemMonPhysicalSunder		12	19		ModItemMonAllSunder	ModItemMonAllSunder			2	0
item_pierce_magic_immunity	193			10											1432	513				10																	100	19	2	ModItemMonMagicSunder	ModItemMonMagicSunder		12	19		ModItemMonAllSunder	ModItemMonAllSunder			2	0
item_numsockets	194		1	4											23	20		4	0	4	0																999	3	2	KBHate	KBHate										0
item_skillonattack	195		1	7	16						1			2	114	20		21	0	7	0	16										1	domeleeattack	20	domissileattack	20	160	15		ItemExpansiveChancX	ItemExpansiveChancX										0
item_skillonkill	196		1	7	16						1			2	51	6		21	0	7	0	16										1	kill	20			160	15		ModitemskonKill	ModitemskonKill										0
item_skillondeath	197		1	7	16						1			2	7	3		21	0	7	0	16											killed	30			160	15		Moditemskondeath	Moditemskondeath										0
item_skillonhit	198		1	7	16						1			2	114	20		21	0	7	0	16										1	domeleedamage	20	domissiledamage	20	160	15		ItemExpansiveChanc1	ItemExpansiveChanc1										0
item_skillonlevelup	199		1	7	16						1			2	4	2		21	0	7	0	16											levelup	30			160	15		ModitemskonLevel	ModitemskonLevel										0
item_charge_noconsume	200			7											106	256				7	0																159	19		ModStr6k	ModStr6k									2	0
item_skillongethit	201		1	7	16						1			2	114	20		21	0	7	0	16											damagedinmelee	21	damagedbymissile	21	160	15		ItemExpansiveChanc2	ItemExpansiveChanc2										0
modifierlist_castid	202																																																		0
unused203	203																																																		0
item_charged_skill	204		1	30							1			3	0	0		30	0	16	0	16															1	24		ModStre10d	ModStre10d										0
item_noconsume	205		1	7											0	0				7	0											1					4	19		ModStr6j	ModStr6j									2	0
passive_mastery_noconsume	206		1	9	16															8	0																														0
passive_mastery_replenish_oncrit	207		1	9	16															8	0																														0
Item_Enhanced	208			16											102	20	1024	10	10	11	10																999	19		Item_Enhanced	Item_Enhanced										0
pali_killtrack	209				32		1	0							0	0		14	0											1																					0
unused210	210				32		1	0	32						0	0		14	0											1																					0
unused211	211				32		1	0	32						0	0		14	0											1																					0
passive_mastery_gethit_rate	212		1	11	16										0	0		8	0	8	0																														0
passive_mastery_attack_speed	213		1	11	16										0	0		8	0	8	0																														0
item_armor_perlevel	214		1	6											26	14		6	0	6	0			4	3	level	armorclass										72	19		ModStr1i	ModStr1i	increaseswithplaylevelX									0
item_armorpercent_perlevel	215		1	6											52	20		6	0	6	0			5	3	level	armorclass										73	19		Modstr2v	Modstr2v	increaseswithplaylevelX									0
item_hp_perlevel	216		1	6											55	21	8	6	0	6	0			2	3	level	maxhp										57	19		ModStr1u	ModStr1u	increaseswithplaylevelX									0
item_mana_perlevel	217		1	6											54	20	8	6	0	6	0			2	3	level	maxmana										53	19		ModStr1e	ModStr1e	increaseswithplaylevelX									0
item_maxdamage_perlevel	218		1	6											32	20		6	0	6	0			4	3	level	maxdamage	secondary_maxdamage	item_throw_maxdamage			1					125	19		ModStr1f	ModStr1f	increaseswithplaylevelX									0
item_maxdamage_percent_perlevel	219		1	6											52	20		6	0	6	0			5	3	level	maxdamage	secondary_maxdamage	item_throw_maxdamage			1					128	19		ModStr2j	ModStr2j	increaseswithplaylevelX									0
item_strength_perlevel	220		1	6											79	20		6	0	6	0			2	3	level	strength										66	19		ModStr1a	ModStr1a	increaseswithplaylevelX									0
item_dexterity_perlevel	221		1	6											79	20		6	0	6	0			2	3	level	dexterity										64	19		ModStr1b	ModStr1b	increaseswithplaylevelX									0
item_energy_perlevel	222		1	6											63	20		6	0	6	0			2	3	level	energy										60	19		ModStr1d	ModStr1d	increaseswithplaylevelX									0
item_vitality_perlevel	223		1	6											63	20		6	0	6	0			2	3	level	vitality										62	19		ModStr1c	ModStr1c	increaseswithplaylevelX									0
item_tohit_perlevel	224		1	6											32	7		6	0	6	0			2	1	level	tohit					1					114	19		ModStr1h	ModStr1h	increaseswithplaylevelX									0
item_tohitpercent_perlevel	225		1	6											6	20		6	0	6	0			2	1	level	item_tohit_percent					1					116	19		ModStr4c	ModStr4c	increaseswithplaylevelX									0
item_cold_damagemax_perlevel	226		1	6											635	20		6	0	6	0			2	3	level	coldmaxdam					1					94	19		ModStr1s	ModStr1s	increaseswithplaylevelX									0
item_fire_damagemax_perlevel	227		1	6											29	20		6	0	6	0			2	3	level	firemaxdam					1					100	19		ModStr1o	ModStr1o	increaseswithplaylevelX									0
item_ltng_damagemax_perlevel	228		1	6											29	20		6	0	6	0			2	3	level	lightmaxdam					1					97	19		ModStr1q	ModStr1q	increaseswithplaylevelX									0
item_pois_damagemax_perlevel	229		1	6											29	20		6	0	6	0			2	3	level	poisonmaxdam					1					90	19		ModStr4h	ModStr4h	increaseswithplaylevelX									0
item_resist_cold_perlevel	230		1	6											61	20		6	0	6	0			2	3	level	coldresist										39	19		ModStr1k	ModStr1k	increaseswithplaylevelX									0
item_resist_fire_perlevel	231		1	6											61	20		6	0	6	0			2	3	level	fireresist										35	19		ModStr1j	ModStr1j	increaseswithplaylevelX									0
item_resist_ltng_perlevel	232		1	6											61	20		6	0	6	0			2	3	level	lightresist										37	19		ModStr1l	ModStr1l	increaseswithplaylevelX									0
item_resist_pois_perlevel	233		1	6											61	20		6	0	6	0			2	3	level	poisonresist										33	19		ModStr1n	ModStr1n	increaseswithplaylevelX									0
item_absorb_cold_perlevel	234		1	6											124	20		6	0	6	0			2	3	level	item_absorbcold										32	19		ModStre9p	ModStre9p	increaseswithplaylevelX									0
item_absorb_fire_perlevel	235		1	6											124	20		6	0	6	0			2	3	level	item_absorbfire										28	19		ModStre9o	ModStre9o	increaseswithplaylevelX									0
item_absorb_ltng_perlevel	236		1	6											124	20		6	0	6	0			2	3	level	item_absorblight										30	19		ModStre9q	ModStre9q	increaseswithplaylevelX									0
item_absorb_mag_perlevel	237		1	6											124	20		6	0	6	0			2	3	level	item_absorbmagic																								0
item_thorns_perlevel	238		1	6											33	20		6	0	5	0			2	3	level	item_attackertakesdamage										12	19		ModStr1v	ModStr1v	increaseswithplaylevelX									0
item_find_gold_perlevel	239		1	6											25	20		6	0	6	0			2	3	level	item_goldbonus										9	19		ModStr1w	ModStr1w	increaseswithplaylevelX									0
item_find_magic_perlevel	240		1	6											488	20		6	0	6	0			2	3	level	item_magicbonus										7	19		ModStr1x	ModStr1x	increaseswithplaylevelX									0
item_regenstamina_perlevel	241		1	6											47	20		6	0	6	0			2	3	level	staminarecoverybonus										47	19		ModStr3v	ModStr3v	increaseswithplaylevelX									0
item_stamina_perlevel	242		1	6											62	20		6	0	6	0			2	3	level	maxstamina										50	19		ModStr5d	ModStr5d	increaseswithplaylevelX									0
item_damage_demon_perlevel	243		1	6											34	3		6	0	6	0			2	3	level	item_demondamage_percent					1					111	19		ModStr4e	ModStr4e	increaseswithplaylevelX									0
item_damage_undead_perlevel	244		1	6											55	3		6	0	6	0			2	3	level	item_undeaddamage_percent					1					107	19		ModStr4f	ModStr4f	increaseswithplaylevelX									0
item_tohit_demon_perlevel	245		1	6											33	3		6	0	6	0			2	1	level	item_demon_tohit					1					109	19		ModStr4j	ModStr4j	increaseswithplaylevelX									0
item_tohit_undead_perlevel	246		1	6											7	3		6	0	6	0			2	1	level	item_undead_tohit					1					105	19		ModStr4k	ModStr4k	increaseswithplaylevelX									0
item_crushingblow_perlevel	247		1	6											128	20		6	0	6	0			2	3	level	item_crushingblow					1					86	19		ModStr5c	ModStr5c	increaseswithplaylevelX									0
item_openwounds_perlevel	248		1	6											109	20		6	0	6	0			2	3	level	item_openwounds					1					82	19		ModStr3m	ModStr3m	increaseswithplaylevelX									0
item_kick_damage_perlevel	249		1	6											62	20		6	0	6	0			2	3	level	item_kickdamage					1					120	19		ModStr5e	ModStr5e	increaseswithplaylevelX									0
item_deadlystrike_perlevel	250		1	6											71	20		6	0	6	0			2	3	level	item_deadlystrike					1					84	19		ModStr5q	ModStr5q	increaseswithplaylevelX									0
item_find_gems_perlevel	251		1												0	0																																			0
item_replenish_durability	252		1	5											64	20		5	0	6	0																1	11		ModStre9t	ModStre9t										0
item_replenish_quantity	253		1	5											0	0		5	0	6	0																2	19		ModStre9v	ModStre9v										0
item_extra_stack	254		1												59	3		8	0	8	0																4	19		ModStre9i	ModStre9i										0
item_find_item	255		1												0	0																																			0
item_openwounds_perstr	256		1	6											0	0		6	0	6	0			2	5	strength	item_openwounds					1					82	19		ModStr3m	ModStr3m	playstr									0
item_deadlystrike_perdex	257		1	6											0	0		6	0	6	0			2	5	dexterity	item_deadlystrike					1					84	19		ModStr5q	ModStr5q	playdex									0
item_deadlystrike_perstr	258		1	6											0	0		6	0	6	0			2	5	strength	item_deadlystrike					1					84	19		ModStr5q	ModStr5q	playstr									0
item_armor_perstr	259		1	6											0	0		6	0	6	0			4	3	strength	armorclass										72	19		ModStrDef	ModStrDef	playstr									0
item_fastercastrate_perenr	260	1	1	9											0	0		7	20	7	20			2	4	energy	item_fastercastrate										142	19		ModStr4v	ModStr4v	playenr									0
item_crushingblow_perstr	261		1	6											0	0		6	0	6	0			2	5	strength	item_crushingblow					1					86	19		ModStr5c	ModStr5c	playstr									0
item_strength_percent	262			16											3	0		6	10	10	90			11			strength										58	19		ModStrengthPerc	ModStrengthPercN		4	19		ModAllStatsPerc	ModAllStatsPercN			2	0
item_dexterity_percent	263			16											3	0		6	10	10	90			11			dexterity										58	19		ModDexterityPerc	ModDexterityPercN		4	19		ModAllStatsPerc	ModAllStatsPercN			2	0
item_vitality_percent	264			16											3	0		6	10	10	90			11			vitality										58	19		ModVitalityPerc	ModVitalityPercN		4	19		ModAllStatsPerc	ModAllStatsPercN			2	0
item_energy_percent	265			16											3	0		6	10	19	90			11			energy										58	19		ModEnergyPerc	ModEnergyPercN		4	19		ModAllStatsPerc	ModAllStatsPercN			2	0
item_splash	266		1	7	16						1			2	0	0		21	0	7	0	16										1	domeleedamage	20			160	19		Splash	Splash										0
